x,y
68,63.569693800631484
84,42.71697500224107
25,52.9018782228801
45,52.64004932862992
89,55.356248157355004
42,70.25824833895527
16,50.7527607268861
95,41.87170639413623
31,48.46117283830306
43,45.46290277274512
52,43.951238360315706
22,60.412942688725735
21,47.351367297163485
51,35.07024743524761
77,34.17558340195083
15,52.498802773569764
28,39.28392516361035
49,43.728663514356164
88,50.30302037798523
33,51.798316710957174
32,60.60473945278311
64,43.888923035911546
49,24.00738988417553
6,43.521043705531184
81,48.94035007594939
48,27.993301475240933
37,48.5912582079326
91,77.20928435178199
81,49.47989919684318
24,40.486268996729606
15,55.60357935851593
69,57.26042980313441
82,70.63523415162686
46,38.30689678355164
80,51.44640805757048
67,38.343179718238304
47,48.47569474093269
61,43.343461395866264
45,29.781292578760304
66,55.08784247231155
82,39.4064020600852
88,56.00067248552768
76,53.12661063683954
58,50.475360015701575
37,42.206980356472606
28,57.5212434054144
69,41.51164397889432
38,38.942036214384316
40,57.3351621087022
27,51.13992237819434
74,62.474115116832074
50,68.8815397586201
69,69.35673435967877
34,55.365033621132895
80,48.22836085830939
24,46.23500700919644
47,45.45083565219221
55,62.82441815426788
27,46.00345904820048
86,70.55316085113535
37,50.06939936551329
4,63.17309343856036
18,58.08514853356344
90,37.71719494214651
41,49.19899174137076
25,59.435098020679945
5,58.021577067409396
3,56.699269693824014
46,55.96919336302949
87,55.01621735080971
57,43.29796848756246
51,46.486512670637744
4,39.28263261425117
7,47.770874723654394
71,51.29914898216054
48,26.125269459318424
33,45.86957994650397
8,68.07072414050633
7,36.79021287548134
89,57.125643348884424
95,36.705397018993324
7,65.45832519618592
32,57.227956757167576
16,44.0049579372688
43,20.152130953669108
12,53.79722012476087
37,56.44864702273189
20,54.33670518034276
20,30.559748507161515
99,42.554859717709775
50,48.806688257780216
57,43.86429405044382
88,62.313460733906666
58,59.73148082903022
23,54.922693488674525
2,46.55412698967261
66,51.46449095437443
75,57.70659891185682
62,47.603609241043145
6,65.1928390657846
63,37.185413222475844
29,46.02152138639888
34,64.30894642374354
95,37.95252063502292
83,64.89657547951379
10,31.765644453015668
93,44.16093889277891
22,38.437226563327386
20,62.631504470285606
59,64.07669470573958
72,48.338941793180275
76,50.57969528712338
91,38.974698725423366
40,49.09597760805625
9,21.073372807380167
75,46.80003844230707
46,40.908439174433525
3,61.544462914643205
0,43.16998504384452
3,56.47671130062821
26,57.06597601716084
30,36.57790964194167
0,51.51663191174516
49,45.738819630537655
24,52.81639470418172
23,49.83091401492798
37,38.6777029281255
36,50.12470872822938
3,56.29293505181175
23,48.96296310568828
66,66.58321361289745
66,45.72222383467219
50,49.62449652327942
34,38.65453037011634
49,51.73042142107025
28,62.79352019125479
80,43.91077447444278
27,42.825735115480015
66,73.43992365628793
25,40.515995651165085
92,63.60110811497852
29,59.473677959049
60,50.88207641859541
19,38.198558909007474
89,62.39923871445326
45,49.02582401051096
94,40.77627604942823
67,50.78123437809224
23,41.20425515048335
25,62.22720881582719
27,61.94450171767241
80,49.755547385012584
76,66.40600910114296
58,53.47478956551802
81,46.84318948878526
36,54.23073546211259
81,53.510350809366564
6,45.49697987292778
63,51.342887198129446
56,53.826788341398775
2,44.34443577201426
1,61.323693582216954
34,37.550259753563786
99,51.91231852546957
34,38.21584905527202
27,58.91156292664231
65,61.51861569344722
26,44.95346175754057
31,62.35561426219755
66,58.35697323694286
68,43.78490777183437
54,54.208011843780476
91,50.21614182195586
75,49.77144784736795
12,50.80586898029643
99,39.801186682704596
92,45.54322166110253
14,53.47923070111705
8,48.37755306142637
1,36.23188954013254
1,44.43856138958864
50,50.926677482050856
59,63.82122399079402
2,44.41464803777588
68,61.66239767648629
2,62.572009253115134
29,47.57528825346272
11,45.564945580903796
41,47.840541124589365
80,52.3254548881568
42,20.651906245826023
11,41.848159710637276
56,39.250494887830804
39,60.81176964596231
81,37.40801602052745
92,50.80075895687808
1,42.06236841694455
25,53.6779189192872
97,38.18096000255842
63,36.83636530978452
52,37.24759129863625
52,71.07424398358916
97,36.498114028291
97,36.37430568034554
10,45.81489185973118
68,48.003285577088185
56,62.89309779348445
44,40.19448436986489
54,50.83384487689223
13,43.667157583422814
79,48.45392295139622
56,35.49914784853962
94,52.722896517143454
74,40.33458705089613
50,43.69390144847568
55,41.99983199900047
31,50.60441737312125
63,56.6765211872559
4,44.09235674486868
53,43.394903372486866
74,46.36788285282407
35,51.90927028407113
89,48.65655832907568
72,29.271331185948384
9,45.75702181996359
48,43.48301629252432
38,44.08612424850038
61,47.892156696820216
44,52.16366715982423
88,38.31317249304571
76,44.6345620198026
46,56.19385460107488
25,44.96726774092747
13,65.92746294973784
22,60.19911194076249
32,46.297155446038886
72,37.38752801917118
13,29.43875874059351
23,48.966479445264554
89,34.833356850690386
81,31.821061925686763
27,50.59982911473671
17,53.05238171885093
31,49.1862749542113
60,50.10951817016632
65,58.66501026283196
3,58.37177825411162
84,58.65260949657288
56,50.22482035919934
55,54.557897340804686
19,53.461696094753975
54,47.41506310788744
94,52.68309845357321
90,65.17683338401797
44,51.936258249034665
55,58.85335262069769
42,50.79655764490653
45,40.4259133728728
56,53.052984445484306
39,67.34066763772367
33,40.79050111541887
61,54.458138696787465
97,53.88194217444108
68,58.236539106259215
45,43.05515192160785
48,51.289173010520315
26,61.70954728590046
53,41.21143323298621
4,46.097636717678675
43,46.007819309177485
91,53.89655445924551
9,46.850341958470516
56,33.68855284525518
35,54.521552169401936
58,58.59939811985866
79,74.51634601929203
39,67.61585834273191
5,45.42754843185342
81,48.48341251035585
39,41.76642036919234
95,55.526121745735395
61,52.317760497189205
84,22.744554048466078
42,34.7055895406141
3,49.12210094528966
27,42.69294195931459
91,43.56072976225263
81,55.77916876171085
37,46.599533180352715
29,57.04645888732335
13,69.70264141969896
97,68.25886570927135
84,63.69091111463392
74,41.20931090737617
72,41.60172494192359
94,27.02043774974699
99,53.79928151686389
54,42.75429783349637
59,55.326118295290414
37,46.11759690678005
52,52.56169453114893
25,50.9445352762632
89,46.142234994645996
1,31.98866123929768
77,47.1854092625356
81,50.75199547801491
99,46.507597347485465
43,38.98918591625254
4,57.21631538680949
80,45.91845024698367
37,48.73441783073771
94,25.9190748941145
91,34.132222826121655
26,52.23397412292624
88,52.656701489385206
99,64.51487573648849
0,68.23899209872405
56,57.1694523664211
87,52.971236089131146
91,53.17875403173785
12,42.78041274485782
56,59.682432688283946
2,43.90763895781044
22,44.646936368760464
67,55.35892565041533
45,59.75169490440804
89,61.06851455181504
83,54.80166968392509
10,51.19026502670824
65,60.44012270823348
65,57.20617727693044
12,44.48293514344242
29,58.800761903192395
15,38.89105543973689
50,53.01061982301307
74,52.495961553207025
80,45.86969311523393
24,46.122903777858006
89,41.36841904515447
65,47.94546301004599
69,33.8880212733283
51,57.03132086681806
76,39.7058037243081
51,62.791455307198916
0,53.382444535593706
19,58.49234702529245
80,48.38345914760044
31,40.2443961563281
77,44.328307644131755
90,67.96668904430456
16,51.41585307250923
1,44.28363865724317
64,54.33038346575634
32,64.60985410719432
71,53.169661747422374
95,29.06645215883102
72,26.03740049927883
86,71.2430774391293
70,51.44925016115729
1,62.229171102446784
59,55.36119953783888
95,33.91659333389609
1,42.694142038715704
80,63.03760513060422
20,53.15029036471443
56,45.0159825771849
22,47.3911521755943
40,47.986321362514616
48,45.01119912714819
51,56.96082830330024
53,54.44427211092356
45,37.03325709076845
97,48.9802394215552
69,51.18702594566526
75,45.972948565466524
32,32.58630521621303
19,33.290002069732765
21,40.15785080078159
91,53.86890662096902
3,48.06790045204594
52,60.30960259196067
46,58.08963515509063
85,45.26016250073704
96,47.9939210577746
56,35.8132140641864
98,38.24304453621146
16,46.61371377587414
58,40.445500716682425
24,44.03908499059613
15,47.15530433646128
7,44.49510232634067
54,57.281498612194426
3,38.49582476826612
66,57.60503721807057
94,57.38876925889694
18,47.314350526094564
81,58.82513635266036
75,23.47152695495656
5,56.47862948957104
52,45.09968262204653
54,63.34458750449545
98,40.86056336898494
84,37.00809356311918
46,39.60809205818678
58,37.7958957264695
10,47.285759676883714
18,43.618751608407834
68,35.26909401697837
75,40.9554902504928
88,46.72306104757843
74,24.305937987858922
84,36.80575620405766
42,55.688896646423714
74,49.67562111076149
40,59.87622609145843
61,61.74156127347159
40,35.046074504695426
77,61.111946142818354
71,59.53020371397223
89,34.660605439290364
74,40.514955783309404
79,53.94179966726099
4,41.52522230886002
85,42.88287197289295
7,48.21232470281139
65,51.10763773860797
3,49.78478662037715
49,47.45377925026863
98,51.40704322511394
9,43.28179521627662
30,60.66793182969194
13,56.926911317849104
68,34.91992245800078
48,38.2040207957402
14,54.64861725663127
37,63.30647049821832
30,56.04772375183051
60,50.26252982323699
71,53.16594217549717
21,50.543832236461405
19,42.159240704513195
36,52.31085478871416
11,53.16258357611626
43,41.24279999405554
51,69.00629914215052
9,56.214150074536704
51,31.98183311264768
14,37.85490078471376
49,46.046455513830395
89,51.53109646165457
93,32.69774467552874
41,40.44925668314474
87,49.69687095431538
51,36.829352291021436
2,54.72401740552756
40,43.28193014910244
27,44.975602660222805
37,64.04105767886625
59,53.08029308108429
4,55.04449244749395
62,47.302975164344126
52,40.41086412733543
93,49.39734795248375
41,40.68614917610513
99,45.02440899157677
27,57.037236045984685
51,56.949644384989
89,52.671282489744875
97,48.54838074594578
47,54.42565138737424
69,46.959570272147786
75,39.280385797092336
89,67.803103466192
46,48.084769891957286
35,52.00237970535882
48,56.51738257617585
85,58.96219790814578
7,72.39452396060756
41,52.36634815908831
85,46.77914102189828
13,60.062618217121326
75,51.6571185526806
51,40.74971339232568
23,48.64831521280116
63,36.2466676040496
52,44.351326709418615
41,41.84194329304017
53,41.62111546646334
80,30.938442717296766
52,56.83883958105702
25,49.38150275597335
28,61.22257603387496
40,40.00974958968694
35,53.37801379166224
74,68.4046002594012
42,53.24560909683178
7,47.033049253466025
34,59.325038761534586
30,56.47642587330259
68,65.87058000788214
98,41.90724711885593
7,50.05356953314912
98,38.73469274713381
26,45.6549823547466
8,58.20028087940618
4,40.831480698783466
89,62.88575256905216
27,43.99189993507715
11,40.662308002236465
20,58.88842453168306
35,56.0660442252705
32,36.09347003466037
49,33.27480366243012
82,74.73945450509407
70,49.5177371484823
50,46.518401990495946
16,51.854207436423216
71,57.18998158511123
34,50.21815070129488
72,67.75380766878695
95,46.25744011085451
10,59.80438293603985
39,23.998295291550754
65,65.65037969940401
20,55.864625092478626
79,47.64979574016187
33,55.817983791245595
98,55.11278663801605
30,49.685297165503854
19,46.61869792335186
47,51.729838840082806
81,69.16760218773952
16,59.77788221917173
3,50.884390523437595
62,53.12124173074717
93,42.43364078435983
47,81.3513932754654
40,47.87477226084814
71,55.81602333126604
77,39.929790892596145
76,58.83914599280706
13,55.08778205947058
0,37.182797482405135
8,59.96843076105324
67,49.25786652715879
18,38.31359330880227
62,42.69651639953755
0,65.22829296658963
37,47.68390927996101
94,58.24888885052693
70,32.119826258527496
86,69.18951599799023
76,60.57548596262746
49,53.52153270668375
57,51.82656030212136
62,51.14616684585453
76,33.117514857587054
9,60.87844431476498
27,38.995580021566504
57,50.596033658811315
74,50.82930134135313
54,46.69832907725722
73,43.03130238100991
19,35.10856351864937
9,43.20266016617428
55,43.80839715993514
29,42.81140296144583
44,27.793844059827443
59,48.17272676187033
41,55.313503058799064
86,49.65942135410236
30,50.51582874977644
5,43.63511171815916
69,59.006996697685885
74,66.3976533597659
66,56.907734238602245
84,35.319111312045926
33,50.333351986438885
30,51.5403857843735
38,44.89987301115425
22,47.04607528276588
75,47.405086372646394
73,50.42152770695351
26,46.97517062670561
96,46.34173723999312
85,44.73029659271466
13,69.76981109960673
74,42.717524013298025
32,38.28098364749998
97,50.213894663016355
62,40.4674405997338
38,57.11787566785848
9,63.080159288976546
39,40.79137278758672
29,48.248371475557974
8,48.924012329454335
53,53.48407571171227
80,64.02240765958682
86,52.5569337513436
19,57.414774580595996
97,56.08814329131256
97,50.394576406725825
62,31.757938210624694
85,57.55039381038263
34,65.82230849595307
75,70.63230866374546
20,56.31813923677869
15,58.953961836314036
43,35.37078908222423
64,59.045876775219334
93,55.92786156262006
29,51.79620293814354
28,51.51087477380124
89,58.59117923279161
65,51.848789732023874
70,61.976459954538335
76,49.06533706851633
40,42.95494138951451
40,54.37265252007798
67,42.65599815966483
44,47.968632389566864
2,46.42149247668771
38,53.088603540683934
73,48.15153776205873
45,67.05579407510339
19,56.33819822469614
83,43.14128417227472
43,46.79130768272891
65,58.45229975263749
30,42.02173631220197
74,52.25487445821686
42,42.48974967761376
26,63.614904218688636
9,57.34728619430581
54,39.99210601266094
19,52.039944466526464
82,48.808386524287016
88,56.1373750421064
98,45.405476972058366
23,39.230438246871785
98,37.50426220756689
98,48.379601090638225
64,49.750169824280505
15,42.37262805104407
80,55.863560972715725
21,63.59438005507872
12,54.82394023558304
20,62.26155422761439
78,64.74151432191965
97,38.332995639516525
0,55.876044085937735
52,55.31158061029661
55,54.13252515873209
38,50.4616222022545
69,54.63614792929096
49,64.14579548027123
73,53.61887419102786
43,42.92626444066225
70,55.7042856788325
37,63.89413611819003
15,62.97935024444524
85,53.302710834392535
4,64.80364721902183
51,36.8176641573583
96,60.24392818438967
6,48.54724393589048
68,50.45827410828827
82,57.072422776804075
99,58.586652599455405
55,70.28466172662432
63,43.83881101314652
27,50.32311063777884
96,45.535512276681175
72,30.133942943204154
51,46.44906224018915
85,54.21724130144285
72,70.66980474675614
16,70.07878145486517
61,54.14897653393443
74,31.795348213381008
67,45.67740863452821
68,41.50466026293155
47,46.68034840553554
73,64.7598186648806
21,49.33319490472589
35,42.688984046029
85,48.29400795656592
49,64.61080890297082
95,48.646232486779056
12,46.905428217104216
6,59.466119770994865
7,50.003764049528044
62,48.37309271351451
45,51.35634891196648
27,58.64386383554278
43,57.36159479486425
98,60.60867489381104
58,52.8285857550423
75,51.93156839556325
68,38.42858368903198
40,60.19841773013836
86,48.88560957305539
56,36.31358573632619
96,46.92788976081525
9,58.00541028730246
35,40.85191945798397
74,56.12912788248002
4,61.4344445578899
7,37.82823414470103
99,52.2646845921036
76,72.1716455107421
60,47.03030170828414
99,44.012430494899334
78,35.169129654396265
27,54.2509298685631
84,45.94218527459378
28,52.02284373549424
93,51.308008986913784
66,48.875685486451886
42,38.813261525129356
78,57.9881010655752
45,41.45140351145946
32,61.22705971077456
76,34.49749045903741
18,72.14272195043493
91,46.466529826612316
96,64.94313083277072
75,41.16874815063364
37,46.75853081597735
76,21.966842854586318
48,54.116272066799
35,51.71551632054549
63,49.22103876353774
83,60.62232342522386
34,61.13277019629925
7,52.640789757155716
63,46.70470374537395
9,39.681045476249324
94,56.55988319592113
18,47.2050981224549
54,49.50006214882704
12,38.79515484911973
75,57.694983735371466
82,58.61916474530899
85,35.02403292734512
52,41.63933004101702
21,50.19020737566668
14,57.19612969265717
53,54.65583253039411
56,39.36590197582602
21,55.24408602202039
88,59.014785785617114
85,51.34986180461338
21,37.961002618047424
94,61.60175628958913
70,46.52312557077314
88,52.06419012885134
93,52.80648521804547
63,45.9738502698919
19,56.24495396837493
99,45.29406219093187
6,48.44237789944532
29,48.4349250308041
58,64.89408704244028
28,62.281472497487215
37,55.208318949147085
67,63.04899396441681
66,29.744470471983586
94,35.89161996310247
28,27.971433185362798
42,75.00605418228258
51,39.49916678799966
92,45.40475086565342
59,37.50999853115016
5,66.57232764201405
84,43.73081065267688
87,56.23269737817874
12,44.24650909506285
56,56.81843053253367
40,46.52206523255882
52,43.389480165218096
79,50.452458334647126
90,52.95570156713883
99,47.04556455102083
68,51.227008760830174
64,34.38994092479746
56,35.17396769581228
42,52.40776614278644
40,59.26409572130658
34,44.74559052449597
19,53.89882138892107
5,45.409263149965646
36,54.80529497535128
2,39.336789078881864
71,43.36315052911563
76,44.56389649702802
45,46.34443224537319
93,66.23550853952511
15,43.18303494116157
9,29.644009827852408
57,53.286089786509486
84,41.92984545960579
28,51.900435446507515
85,63.456664350711
76,55.90478801134366
55,47.89006710630093
9,29.730254684578874
76,58.96680308933435
13,50.29137231435838
52,71.29926859963018
99,60.42547420676824
41,60.05774769443934
38,53.09907104091832
33,48.96685199311791
98,56.834617893683614
69,40.06945541697647
32,33.232001889738726
7,57.41528203546713
28,73.32381290025054
68,32.48884570962572
76,46.190016607019906
91,54.43289884093434
34,44.91116567577306
21,62.65268672021089
2,49.58441903953233
7,55.36390094257829
16,46.69608046967288
33,63.19490944178907
92,58.72904283583873
34,42.86898475644642
11,47.692526855403955
86,60.22353761417399
83,42.563814401309834
1,55.42091600202093
0,80.39963436422084
69,50.38747198630712
18,46.35344312852491
66,37.90401814339401
88,55.432907105590274
63,57.335167963507345
12,51.800050562695375
99,66.3364243788321
80,50.955210672806146
6,51.684375845908384
30,43.097849614954214
45,40.68938765386025
35,49.39903076439994
53,46.62517967502893
62,55.27673894570721
14,56.634813468854354
91,61.49093785660904
5,63.2215835717764
87,52.83336473682506
5,60.51265171481248
56,29.828006171869667
33,45.75147354602336
70,69.33833421715397
30,60.36095936162579
10,43.817195676179665
56,44.58363167053804
40,61.04810474112962
80,64.12661982757112
87,50.653066116381616
67,42.661200177775726
34,60.36204191145964
51,36.765508047194466
2,55.6711800240689
8,39.219948995842614
79,69.83324484854194
70,66.73795405067929
52,58.13935561915035
25,48.609677887103686
48,60.339924561448484
67,41.46199331062655
92,45.515065274121795
81,64.28019962817922
13,36.64434437767021
40,46.05009655753456
77,57.61702754847582
75,52.7124081327442
29,59.08290364477725
95,57.52033875220911
42,60.25118924753417
35,46.91507512369369
91,41.94007025477862
57,47.68420317674834
20,47.58696173053562
55,42.82344813460525
77,52.5812463958152
